,Title,Finish,Start,Driver
355,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",8,12,"Michael Gervais, Jr."
356,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",9,11,Joey Cipriano
357,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",10,24,D.J. Burnham
358,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",11,4,Matt Galko
359,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",12,16,Dan Wesson
360,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",13,6,Tyler Hines
361,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",14,18,Tyler Leary - R
362,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",15,14,"Tony Membrino, Jr."
363,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",16,23,Matt Vassar
364,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",17,19,Tom Bolles
365,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",18,22,John Catania
366,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",19,26,Joey Ternullo - R
367,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",20,15,Jeff Malave
368,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",21,8,Stephen Kopcik
369,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",22,27,"Michael Christopher, Jr."
370,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",23,3,David Arute
371,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",24,5,Marcello Rufrano - R
372,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",25,10,Nick Salva
373,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",26,21,Andrew Molleur - R
374,"June 7, 2019 Whelen Event Night SK Modified® Feature Results",27,20,Darin Renihan
375,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",1,2,Andrew Molleur - R
376,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",2,9,"Michael Gervais, Jr."
377,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",3,11,Todd Owen
378,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",4,5,Keith Rocco
379,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",5,16,Matt Vassar
380,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",6,17,D.J. Burnham
381,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",7,4,Matt Galko
382,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",8,6,Tyler Hines
383,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",9,20,Marcello Rufrano - R
384,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",10,18,David Arute
385,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",11,1,Troy Talman
386,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",12,12,Glen Reen
387,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",13,14,Jeff Malave
388,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",14,3,Cory DiMatteo
389,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",15,24,Eric Berndt
390,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",16,25,John Catania
391,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",17,10,"Michael Christopher, Jr."
392,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",18,13,Ronnie Williams
393,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",19,7,Stephen Kopcik
394,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",20,26,Nick Salva
395,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",21,23,Tyler Leary - R
396,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",22,21,Dan Wesson
397,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",23,19,"Tony Membrino, Jr."
398,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",24,22,Michael Rutkoski - R
399,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",25,15,Tom Bolles
400,"May 31, 2019 Military Appreciation Night SK Modified® Feature Results",26,8,Joey Cipriano
401,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",1,7,Ronnie Williams
402,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",2,5,Joey Cipriano
403,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",3,8,Nick Salva
404,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",4,11,Eric Berndt
405,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",5,15,"Michael Gervais, Jr."
406,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",6,12,Keith Rocco
407,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",7,10,Glen Reen
408,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",8,13,Todd Owen
409,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",9,9,Stephen Kopcik
410,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",10,14,"Michael Christopher, Jr."
411,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",11,25,Cory DiMatteo
412,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",12,3,Marcello Rufrano - R
413,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",13,16,David Arute
414,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",14,27,Dan Wesson
415,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",15,2,Andrew Molleur - R
416,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",16,17,"Tony Membrino, Jr."
417,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",17,24,D.J. Burnham
418,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",18,18,Troy Talman
419,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",19,23,Michael Rutkoski
420,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",20,22,Jeff Malave
421,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",21,6,Tyler Hines
422,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",22,19,Tyler Leary - R
423,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",23,26,Matt Vassar
424,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",24,20,Tom Bolles
425,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",25,1,Ed Spiers
426,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",26,21,John Catania
427,"May 24, 2019 Dunleavy’s Modifiedz Night / Open Mod 80 SK Modified® Feature Results",27,4,Matt Galko
428,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",1,2,Glen Reen
429,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",2,9,"Michael Christopher, Jr."
430,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",3,3,Stephen Kopcik
431,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",4,10,Todd Owen
432,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",5,13,Michael Gervais
433,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",6,6,Nick Salva
434,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",7,4,Tyler Hines
435,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",8,11,Keith Rocco
436,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",9,7,Ronnie Williams
437,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",10,25,D.J. Burnham
438,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",11,14,Marcello Rufrano
439,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",12,24,Tom Bolles
440,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",13,25,Michael Rutkoski - R
441,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",14,23,Tyler Leary - R
442,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",15,5,Matt Galko
443,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",16,15,Andrew Molleur - R
444,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",17,12,Eric Berndt
445,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",18,8,Joey Cipriano
446,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",19,21,Jeff Malave
447,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",20,22,Cory DiMatteo
448,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",21,18,Troy Talman
449,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",22,17,Ed Spiers
450,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",23,19,John Catania
451,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",24,1,David Arute
452,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",25,20,Matt Vassar
453,"May 17, 2019 BFF Friday / Scout Night SK Modified® Feature Results",26,16,"Tony Membrino, Jr."
454,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",1,6,Eric Berndt
455,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",2,10,Todd Owen
456,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",3,13,"Michael Gervais, Jr."
457,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",4,17,Ronnie Williams
458,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",5,4,Tyler Hines
459,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",6,7,Matt Galko
460,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",7,20,Marcello Rufrano - R
461,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",8,9,Nick Salva
462,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",9,12,"Michael Christopher, Jr."
463,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",10,23,Dan Avery
464,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",11,18,Glen Reen
465,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",12,11,Joey Cipriano
466,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",13,8,Stephen Kopcik
467,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",14,25,Matt Vassar
468,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",15,15,Andrew Molleur - R
469,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",16,2,Ed Spiers
470,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",17,3,"Tony Membrino, Jr."
471,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",18,27,Tyler Leary - R
472,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",19,5,David Arute
473,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",20,1,Troy Talman
474,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",21,21,Jeff Malave
475,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",22,16,John Catania
476,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",23,26,Michael Rutkoski - R
477,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",24,19,Cory DiMatteo
478,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",25,14,Keith Rocco
479,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",26,22,Tom Bolles
480,"May 11, 2019 NAPA Spring Sizzler® SK Modified® Feature Results",27,24,Chris Jones
481,"May 4, 2019 Opening Day SK Modified® Feature Results",1,1,Keith Rocco
482,"May 4, 2019 Opening Day SK Modified® Feature Results",2,2,"Michael Gervais, Jr."
483,"May 4, 2019 Opening Day SK Modified® Feature Results",3,7,"Michael Christopher, Jr."
484,"May 4, 2019 Opening Day SK Modified® Feature Results",4,17,Joey Cipriano
485,"May 4, 2019 Opening Day SK Modified® Feature Results",5,3,Todd Owen
486,"May 4, 2019 Opening Day SK Modified® Feature Results",6,13,Nick Salva
487,"May 4, 2019 Opening Day SK Modified® Feature Results",7,22,Andrew Molleur - R
488,"May 4, 2019 Opening Day SK Modified® Feature Results",8,10,Stephen Kopcik
489,"May 4, 2019 Opening Day SK Modified® Feature Results",9,25,Matt Galko
490,"May 4, 2019 Opening Day SK Modified® Feature Results",10,26,Eric Berndt
491,"May 4, 2019 Opening Day SK Modified® Feature Results",11,5,David Arute
492,"May 4, 2019 Opening Day SK Modified® Feature Results",12,11,Tyler Hines
493,"May 4, 2019 Opening Day SK Modified® Feature Results",13,20,"Tony Membrino, Jr."
494,"May 4, 2019 Opening Day SK Modified® Feature Results",14,24,Ed Spiers
495,"May 4, 2019 Opening Day SK Modified® Feature Results",15,8,Troy Talman
496,"May 4, 2019 Opening Day SK Modified® Feature Results",16,27,John Catania
497,"May 4, 2019 Opening Day SK Modified® Feature Results",17,9,Ronnie Williams
498,"May 4, 2019 Opening Day SK Modified® Feature Results",18,4,Glen Reen
499,"May 4, 2019 Opening Day SK Modified® Feature Results",19,19,Cory DiMatteo
500,"May 4, 2019 Opening Day SK Modified® Feature Results",20,15,Marcello Rufrano - R
501,"May 4, 2019 Opening Day SK Modified® Feature Results",21,16,Jeff Malave
502,"May 4, 2019 Opening Day SK Modified® Feature Results",22,14,Tom Bolles
503,"May 4, 2019 Opening Day SK Modified® Feature Results",23,6,Dan Avery
504,"May 4, 2019 Opening Day SK Modified® Feature Results",24,18,Dan Wesson
505,"May 4, 2019 Opening Day SK Modified® Feature Results",25,23,Chris Jones
506,"May 4, 2019 Opening Day SK Modified® Feature Results",26,21,Darin Renihan
507,"May 4, 2019 Opening Day SK Modified® Feature Results",27,12,Matt Vassar
