,Date,Event,Feature,Finish,Start,Driver
973,"July 20, 2018", ,SK Modified Feature Results,7,8,Todd Owen
974,"July 20, 2018", ,SK Modified Feature Results,8,18,David Arute - R
975,"July 20, 2018", ,SK Modified Feature Results,9,5,Joey Cipriano
976,"July 20, 2018", ,SK Modified Feature Results,10,17,Tom Bolles
977,"July 20, 2018", ,SK Modified Feature Results,11,14,Nick Salva
978,"July 20, 2018", ,SK Modified Feature Results,12,1,Tyler Hines
979,"July 20, 2018", ,SK Modified Feature Results,13,13,"Doug Meservey, Jr. - R"
980,"July 20, 2018", ,SK Modified Feature Results,14,20,Glen Reen
981,"July 20, 2018", ,SK Modified Feature Results,15,2,Matt Vassar - R
982,"July 20, 2018", ,SK Modified Feature Results,16,15,Troy Talman
983,"July 20, 2018", ,SK Modified Feature Results,17,12,Josh Wood
984,"July 20, 2018", ,SK Modified Feature Results,18,16,Cory DiMatteo
985,"July 20, 2018", ,SK Modified Feature Results,19,9,Keith Rocco
986,"July 20, 2018", ,SK Modified Feature Results,20,6,"Michael Christopher, Jr."
987,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,1,6,Glen Reen
988,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,2,7,Chase Dowling
989,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,3,10,Todd Owen
990,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,4,9,Troy Talman
991,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,5,5,Joey Cipriano
992,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,6,3,Stephen Kopcik
993,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,7,11,Ronnie Williams
994,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,8,1,"Michael Christopher, Jr."
995,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,9,2,Matt Galko
996,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,10,13,Matt Vassar - R
997,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,11,12,Eric Berndt
998,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,12,4,David Arute - R
999,"July 13, 2018", TC 13 Shoot Out ,SK Modified Feature Results,13,8,Keith Rocco
1000,"July 13, 2018", ,SK Modified Feature Results,1,11,Eric Berndt
1001,"July 13, 2018", ,SK Modified Feature Results,2,14,Ronnie Williams
1002,"July 13, 2018", ,SK Modified Feature Results,3,6,Todd Owen
1003,"July 13, 2018", ,SK Modified Feature Results,4,17,Troy Talman
1004,"July 13, 2018", ,SK Modified Feature Results,5,9,Keith Rocco
1005,"July 13, 2018", ,SK Modified Feature Results,6,13,Chase Dowling
1006,"July 13, 2018", ,SK Modified Feature Results,7,7,Glen Reen
1007,"July 13, 2018", ,SK Modified Feature Results,8,12,Joey Cipriano
1008,"July 13, 2018", ,SK Modified Feature Results,9,15,David Arute - R
1009,"July 13, 2018", ,SK Modified Feature Results,10,8,Stephen Kopcik
1010,"July 13, 2018", ,SK Modified Feature Results,11,5,Matt Galko
1011,"July 13, 2018", ,SK Modified Feature Results,12,10,"Michael Christopher, Jr."
1012,"July 13, 2018", ,SK Modified Feature Results,13,22,Matt Vassar - R
1013,"July 13, 2018", ,SK Modified Feature Results,14,18,"Doug Meservey, Jr. - R"
1014,"July 13, 2018", ,SK Modified Feature Results,15,2,Tyler Hines
1015,"July 13, 2018", ,SK Modified Feature Results,16,20,John Catania
1016,"July 13, 2018", ,SK Modified Feature Results,17,21,Nick Salva
1017,"July 13, 2018", ,SK Modified Feature Results,18,3,"Tony Membrino, Jr."
1018,"July 13, 2018", ,SK Modified Feature Results,19,19,Dan Avery
1019,"July 13, 2018", ,SK Modified Feature Results,20,4,"Michael Gervais, Jr."
1020,"July 13, 2018", ,SK Modified Feature Results,21,1,Tom Bolles
1021,"July 13, 2018", ,SK Modified Feature Results,22,16,Josh Wood
1022,"July 6, 2018", ,SK Modified Feature Results,1,10,Ronnie Williams
1023,"July 6, 2018", ,SK Modified Feature Results,2,4,Eric Berndt
1024,"July 6, 2018", ,SK Modified Feature Results,3,6,Stephen Kopcik
1025,"July 6, 2018", ,SK Modified Feature Results,4,16,Todd Owen
1026,"July 6, 2018", ,SK Modified Feature Results,5,7,Glen Reen
1027,"July 6, 2018", ,SK Modified Feature Results,6,2,"Michael Gervais, Jr."
1028,"July 6, 2018", ,SK Modified Feature Results,7,3,"Tony Membrino, Jr."
1029,"July 6, 2018", ,SK Modified Feature Results,8,5,Matt Galko
1030,"July 6, 2018", ,SK Modified Feature Results,9,1,Matt Vassar - R
1031,"July 6, 2018", ,SK Modified Feature Results,10,15,"Tommy Membrino, Jr."
1032,"July 6, 2018", ,SK Modified Feature Results,11,17,David Arute - R
1033,"July 6, 2018", ,SK Modified Feature Results,12,12,Chase Dowling
1034,"July 6, 2018", ,SK Modified Feature Results,13,8,"Joey Cipriano, III"
1035,"July 6, 2018", ,SK Modified Feature Results,14,18,Josh Wood
1036,"July 6, 2018", ,SK Modified Feature Results,15,19,Tom Bolles
1037,"July 6, 2018", ,SK Modified Feature Results,16,14,Tyler Hines
1038,"July 6, 2018", ,SK Modified Feature Results,17,13,"Doug Meservey, Jr. - R"
1039,"July 6, 2018", ,SK Modified Feature Results,18,9,Keith Rocco
1040,"July 6, 2018", ,SK Modified Feature Results,19,11,"Michael Christopher, Jr."
1041,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,1,10,Ronnie Williams
1042,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,2,7,Keith Rocco
1043,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,3,20,Chase Dowling
1044,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,4,2,Eric Berndt
1045,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,5,11,"Michael Christopher, Jr."
1046,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,6,9,Glen Reen
1047,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,7,6,Matt Galko
1048,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,8,13,Troy Talman
1049,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,9,14,Nick Salva
1050,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,10,15,Todd Owen
1051,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,11,25,Matt Vassar - R
1052,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,12,16,John Studley - R
1053,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,13,3,"Tony Membrino, Jr."
1054,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,14,4,"Michael Gervais, Jr."
1055,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,15,19,"Tommy Membrino, Jr."
1056,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,16,23,David Arute - R
1057,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,17,22,"Doug Meservey, Jr. - R"
1058,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,18,17,Tom Bolles
1059,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,19,21,Dan Avery
1060,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,20,12,Dan Wesson - R
1061,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,21,5,Rowan Pennink
1062,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,22,8,Joey Cipriano
1063,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,23,1,Tyler Hines
1064,"June 29, 2018", NAPA Auto Parts ,SK 5K Feature Results,24,18,Stephen Kopcik
1065,"June 22, 2018", ,SK Modified Feature Results,1,3,Joey Cipriano
1066,"June 22, 2018", ,SK Modified Feature Results,2,13,"Michael Christopher, Jr."
1067,"June 22, 2018", ,SK Modified Feature Results,3,4,Stephen Kopcik
1068,"June 22, 2018", ,SK Modified Feature Results,4,12,Glen Reen
1069,"June 22, 2018", ,SK Modified Feature Results,5,14,Ronnie Williams
1070,"June 22, 2018", ,SK Modified Feature Results,6,10,Keith Rocco
1071,"June 22, 2018", ,SK Modified Feature Results,7,5,Rowan Pennink
1072,"June 22, 2018", ,SK Modified Feature Results,8,2,Josh Wood
1073,"June 22, 2018", ,SK Modified Feature Results,9,7,"Michael Gervais, Jr."
1074,"June 22, 2018", ,SK Modified Feature Results,10,1,Tyler Hines
1075,"June 22, 2018", ,SK Modified Feature Results,11,18,"Tony Membrino, Jr."
1076,"June 22, 2018", ,SK Modified Feature Results,12,8,Matt Galko
1077,"June 22, 2018", ,SK Modified Feature Results,13,9,Todd Owen
1078,"June 22, 2018", ,SK Modified Feature Results,14,6,Tom Bolles
1079,"June 22, 2018", ,SK Modified Feature Results,15,15,Matt Vassar - R
1080,"June 22, 2018", ,SK Modified Feature Results,16,16,David Arute - R
1081,"June 22, 2018", ,SK Modified Feature Results,17,17,John Catania
1082,"June 22, 2018", ,SK Modified Feature Results,18,11,Eric Berndt
1083,"June 22, 2018", ,SK Modified Feature Results,19,19,Cory DiMatteo - R
1084,"June 15, 2018", ,SK Modified Feature Results,1,6,"Michael Christopher, Jr."
1085,"June 15, 2018", ,SK Modified Feature Results,2,15,Ryan Preece
1086,"June 15, 2018", ,SK Modified Feature Results,3,10,Keith Rocco
1087,"June 15, 2018", ,SK Modified Feature Results,4,7,Todd Owen
1088,"June 15, 2018", ,SK Modified Feature Results,5,8,Matt Galko
1089,"June 15, 2018", ,SK Modified Feature Results,6,12,Glen Reen
1090,"June 15, 2018", ,SK Modified Feature Results,7,14,"Tommy Membrino, Jr."
1091,"June 15, 2018", ,SK Modified Feature Results,8,13,Ronnie Williams
1092,"June 15, 2018", ,SK Modified Feature Results,9,19,Chase Dowling
1093,"June 15, 2018", ,SK Modified Feature Results,10,4,Stephen Kopcik
1094,"June 15, 2018", ,SK Modified Feature Results,11,3,Tom Bolles
1095,"June 15, 2018", ,SK Modified Feature Results,12,21,Josh Wood
1096,"June 15, 2018", ,SK Modified Feature Results,13,22,Dan Avery
1097,"June 15, 2018", ,SK Modified Feature Results,14,9,"Michael Gervais, Jr."
1098,"June 15, 2018", ,SK Modified Feature Results,15,16,David Arute - R
1099,"June 15, 2018", ,SK Modified Feature Results,16,11,Eric Berndt
1100,"June 15, 2018", ,SK Modified Feature Results,17,18,Nick Salva
1101,"June 15, 2018", ,SK Modified Feature Results,18,5,Joey Cipriano
1102,"June 15, 2018", ,SK Modified Feature Results,19,17,Matt Vassar - R
1103,"June 15, 2018", ,SK Modified Feature Results,20,2,Dan Wesson - R
1104,"June 15, 2018", ,SK Modified Feature Results,21,20,"Doug Meservey, Jr. - R"
1105,"June 15, 2018", ,SK Modified Feature Results,22,23,Zach Leone
1106,"June 15, 2018", ,SK Modified Feature Results,23,1,Tyler Hines
1107,"June 15, 2018", ,SK Modified Feature Results,24,24,Rowan Pennink
1108,"June 8, 2018", ,SK Modified Feature Results,1,14,Ronnie Williams
1109,"June 8, 2018", ,SK Modified Feature Results,2,21,Glen Reen
1110,"June 8, 2018", ,SK Modified Feature Results,3,26,Dan Avery
1111,"June 8, 2018", ,SK Modified Feature Results,4,9,"Michael Gervais, Jr."
1112,"June 8, 2018", ,SK Modified Feature Results,5,6,Matt Galko
1113,"June 8, 2018", ,SK Modified Feature Results,6,15,Keith Rocco
1114,"June 8, 2018", ,SK Modified Feature Results,7,1,Tom Bolles
1115,"June 8, 2018", ,SK Modified Feature Results,8,12,Chase Dowling
1116,"June 8, 2018", ,SK Modified Feature Results,9,7,"Michael Christopher, Jr."
1117,"June 8, 2018", ,SK Modified Feature Results,10,8,Todd Owen
1118,"June 8, 2018", ,SK Modified Feature Results,11,11,Eric Berndt
1119,"June 8, 2018", ,SK Modified Feature Results,12,4,Stephen Kopcik
1120,"June 8, 2018", ,SK Modified Feature Results,13,19,"Doug Meservey, Jr. - R"
1121,"June 8, 2018", ,SK Modified Feature Results,14,25,John Catania
1122,"June 8, 2018", ,SK Modified Feature Results,15,20,David Arute - R
1123,"June 8, 2018", ,SK Modified Feature Results,16,16,D.J. Burnham
1124,"June 8, 2018", ,SK Modified Feature Results,17,10,Joey Cipriano
1125,"June 8, 2018", ,SK Modified Feature Results,18,13,Rowan Pennink
1126,"June 8, 2018", ,SK Modified Feature Results,19,17,Matt Vassar
1127,"June 8, 2018", ,SK Modified Feature Results,20,22,"Tony Membrino, Jr."
1128,"June 8, 2018", ,SK Modified Feature Results,21,3,Dan Wesson - R
1129,"June 8, 2018", ,SK Modified Feature Results,22,18,Josh Wood
1130,"June 8, 2018", ,SK Modified Feature Results,23,5,Troy Talman
1131,"June 8, 2018", ,SK Modified Feature Results,24,2,Tyler Hines
1132,"June 8, 2018", ,SK Modified Feature Results,25,23,"Tommy Membrino, Jr."
1133,"June 8, 2018", ,SK Modified Feature Results,26,24,Ryan Preece
1134,"June 1, 2018", ,SK Modified Feature Results,1,3,Chase Dowling
1135,"June 1, 2018", ,SK Modified Feature Results,2,10,Eric Berndt
1136,"June 1, 2018", ,SK Modified Feature Results,3,9,Ronnie Williams
1137,"June 1, 2018", ,SK Modified Feature Results,4,2,Todd Owen
1138,"June 1, 2018", ,SK Modified Feature Results,5,7,"Michael Christopher, Jr."
1139,"June 1, 2018", ,SK Modified Feature Results,6,13,Glen Reen
1140,"June 1, 2018", ,SK Modified Feature Results,7,5,Matt Galko
1141,"June 1, 2018", ,SK Modified Feature Results,8,11,Keith Rocco
1142,"June 1, 2018", ,SK Modified Feature Results,9,14,Ryan Preece
1143,"June 1, 2018", ,SK Modified Feature Results,10,18,Joey Cipriano
1144,"June 1, 2018", ,SK Modified Feature Results,11,8,"Michael Gervais, Jr."
1145,"June 1, 2018", ,SK Modified Feature Results,12,15,Dan Avery
1146,"June 1, 2018", ,SK Modified Feature Results,13,16,Dan Wesson - R
1147,"June 1, 2018", ,SK Modified Feature Results,14,20,Josh Wood
1148,"June 1, 2018", ,SK Modified Feature Results,15,1,D.J. Burnham
1149,"June 1, 2018", ,SK Modified Feature Results,16,6,Stephen Kopcik
1150,"June 1, 2018", ,SK Modified Feature Results,17,24,Rowan Pennink
1151,"June 1, 2018", ,SK Modified Feature Results,18,12,"Tony Membrino, Jr."
1152,"June 1, 2018", ,SK Modified Feature Results,19,23,Matt Vassar - R
1153,"June 1, 2018", ,SK Modified Feature Results,20,4,Troy Talman
1154,"June 1, 2018", ,SK Modified Feature Results,21,21,Tyler Hines
1155,"June 1, 2018", ,SK Modified Feature Results,22,17,Tom Bolles
1156,"June 1, 2018", ,SK Modified Feature Results,23,27,"Tommy Membrino, Jr."
1157,"June 1, 2018", ,SK Modified Feature Results,24,19,David Arute - R
1158,"June 1, 2018", ,SK Modified Feature Results,25,22,"Doug Meservey, Jr. - R"
1159,"June 1, 2018", ,SK Modified Feature Results,26,25,Zach Leone - R
1160,"June 1, 2018", ,SK Modified Feature Results,27,26,John Catania
1161,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,1,16,Rowan Pennink
1162,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,2,19,Ronnie Williams
1163,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,3,11,Keith Rocco
1164,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,4,17,"Michael Gervais, Jr."
1165,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,5,6,Stephen Kopcik
1166,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,6,8,Joey Cipriano
1167,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,7,5,Matt Galko
1168,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,8,13,Dan Wesson - R
1169,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,9,15,John Studley
1170,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,10,3,Tyler Hines
1171,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,11,18,Troy Talman
1172,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,12,22,Tom Bolles
1173,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,13,4,Chase Dowling
1174,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,14,14,David Arute
1175,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,15,24,John Catania
1176,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,16,7,Todd Owen
1177,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,17,25,"Doug Meservey, Jr. - R"
1178,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,18,23,"Tommy Membrino, Jr."
1179,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,19,2,D.J. Burnham
1180,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,20,21,Nick Salva
1181,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,21,26,Josh Wood
1182,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,22,9,"Michael Christopher, Jr."
1183,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,23,1,Matt Vassar - R
1184,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,24,10,Eric Berndt
1185,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,25,12,Cory DiMatteo - R
1186,"May 25, 2018", Dunleavy’s Modifiedz Night ,SK Modified Feature Results,26,20,"Tony Membrino, Jr."
1187,"May 18, 2018", ,SK Modified Feature Results,1,14,Keith Rocco
1188,"May 18, 2018", ,SK Modified Feature Results,2,2,Joey Cipriano
1189,"May 18, 2018", ,SK Modified Feature Results,3,11,Eric Berndt
1190,"May 18, 2018", ,SK Modified Feature Results,4,13,Ronnie Williams
1191,"May 18, 2018", ,SK Modified Feature Results,5,9,"Michael Gervais, Jr."
1192,"May 18, 2018", ,SK Modified Feature Results,6,8,Rowan Pennink
1193,"May 18, 2018", ,SK Modified Feature Results,7,18,Troy Talman
1194,"May 18, 2018", ,SK Modified Feature Results,8,12,"Michael Christopher, Jr."
1195,"May 18, 2018", ,SK Modified Feature Results,9,6,Todd Owen
1196,"May 18, 2018", ,SK Modified Feature Results,10,1,Chase Dowling
1197,"May 18, 2018", ,SK Modified Feature Results,11,5,Tyler Hines
1198,"May 18, 2018", ,SK Modified Feature Results,12,22,"Tony Membrino, Jr."
1199,"May 18, 2018", ,SK Modified Feature Results,13,19,David Arute - R
1200,"May 18, 2018", ,SK Modified Feature Results,14,3,Tom Bolles
1201,"May 18, 2018", ,SK Modified Feature Results,15,17,D.J. Burnham
1202,"May 18, 2018", ,SK Modified Feature Results,16,20,Dan Wesson - R
1203,"May 18, 2018", ,SK Modified Feature Results,17,10,Matt Galko
1204,"May 18, 2018", ,SK Modified Feature Results,18,24,Cory DiMatteo - R
1205,"May 18, 2018", ,SK Modified Feature Results,19,25,"Tony Membrino, Jr."
1206,"May 18, 2018", ,SK Modified Feature Results,20,7,Stephen Kopcik
1207,"May 18, 2018", ,SK Modified Feature Results,21,4,Matt Vassar - R
1208,"May 18, 2018", ,SK Modified Feature Results,22,16,Josh Wood
1209,"May 18, 2018", ,SK Modified Feature Results,23,15,"Doug Meservey, Jr. - R"
1210,"May 18, 2018", ,SK Modified Feature Results,24,23,Zach Leone - R
1211,"May 18, 2018", ,SK Modified Feature Results,25,21,Tyler Jones - R
1212,"May 11, 2018", ,SK Modified Feature Results,1,14,Keith Rocco
1213,"May 11, 2018", ,SK Modified Feature Results,2,6,Eric Berndt
1214,"May 11, 2018", ,SK Modified Feature Results,3,11,"Mike Christopher, Jr."
1215,"May 11, 2018", ,SK Modified Feature Results,4,1,Stephen Kopcik
1216,"May 11, 2018", ,SK Modified Feature Results,5,10,"Michael Gervais, Jr."
1217,"May 11, 2018", ,SK Modified Feature Results,6,9,Rowan Pennink
1218,"May 11, 2018", ,SK Modified Feature Results,7,12,Matt Galko
1219,"May 11, 2018", ,SK Modified Feature Results,8,19,Tom Bolles
1220,"May 11, 2018", ,SK Modified Feature Results,9,2,"Joey Cipriano, III"
1221,"May 11, 2018", ,SK Modified Feature Results,10,7,Tyler Hines
1222,"May 11, 2018", ,SK Modified Feature Results,11,15,Troy Talman
1223,"May 11, 2018", ,SK Modified Feature Results,12,16,Matt Vassar - R
1224,"May 11, 2018", ,SK Modified Feature Results,13,21,D.J. Burnham
1225,"May 11, 2018", ,SK Modified Feature Results,14,24,Doug Meservey - R
1226,"May 11, 2018", ,SK Modified Feature Results,15,22,David Arute - R
1227,"May 11, 2018", ,SK Modified Feature Results,16,26,Zach Leone - R
1228,"May 11, 2018", ,SK Modified Feature Results,17,3,Josh Wood
1229,"May 11, 2018", ,SK Modified Feature Results,18,13,Ronnie Williams
1230,"May 11, 2018", ,SK Modified Feature Results,19,8,Todd Owen
1231,"May 11, 2018", ,SK Modified Feature Results,20,4,Glen Reen
1232,"May 11, 2018", ,SK Modified Feature Results,21,5,Chase Dowling
1233,"May 11, 2018", ,SK Modified Feature Results,22,18,Dan Wesson - R
1234,"May 11, 2018", ,SK Modified Feature Results,23,23,Cory DiMatteo - R
1235,"May 11, 2018", ,SK Modified Feature Results,24,44,"Tony Membrino, Jr."
1236,"May 11, 2018", ,SK Modified Feature Results,25,25,John Catania
1237,"May 4, 2018", ,SK Modified Feature Results,1,9,Keith Rocco
1238,"May 4, 2018", ,SK Modified Feature Results,2,8,Ronnie Williams
1239,"May 4, 2018", ,SK Modified Feature Results,3,2,"Mike Christopher, Jr."
1240,"May 4, 2018", ,SK Modified Feature Results,4,21,Todd Owen
1241,"May 4, 2018", ,SK Modified Feature Results,5,4,Rowan Pennink
1242,"May 4, 2018", ,SK Modified Feature Results,6,12,Eric Berndt
1243,"May 4, 2018", ,SK Modified Feature Results,7,6,"Michael Gervais, Jr."
1244,"May 4, 2018", ,SK Modified Feature Results,8,7,Matt Galko
1245,"May 4, 2018", ,SK Modified Feature Results,9,3,Chase Dowling
1246,"May 4, 2018", ,SK Modified Feature Results,10,14,D.J. Burnham
1247,"May 4, 2018", ,SK Modified Feature Results,11,19,Tom Bolles
1248,"May 4, 2018", ,SK Modified Feature Results,12,1,Joey Cipriano
1249,"May 4, 2018", ,SK Modified Feature Results,13,13,Stephen Kopcik
1250,"May 4, 2018", ,SK Modified Feature Results,14,16,Josh Wood
1251,"May 4, 2018", ,SK Modified Feature Results,15,10,Troy Talman
1252,"May 4, 2018", ,SK Modified Feature Results,16,11,"Tony Membrino, Jr."
1253,"May 4, 2018", ,SK Modified Feature Results,17,17,Matt Vassar - R
1254,"May 4, 2018", ,SK Modified Feature Results,18,22,"Doug Meservey, Jr. - R"
1255,"May 4, 2018", ,SK Modified Feature Results,19,20,Dan Wesson
1256,"May 4, 2018", ,SK Modified Feature Results,20,5,Tyler Hines
1257,"May 4, 2018", ,SK Modified Feature Results,21,18,David Arute - R
1258,"May 4, 2018", ,SK Modified Feature Results,22,24,Glen Reen
1259,"May 4, 2018", ,SK Modified Feature Results,23,15,Cory DiMatteo - R
1260,"May 4, 2018", ,SK Modified Feature Results,24,23,John Catania
1261,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,1,1,Keith Rocco
1262,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,2,9,Ronnie Williams
1263,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,3,8,Matt Galko
1264,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,4,12,"Michael Gervais, Jr."
1265,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,5,17,Tyler Hines
1266,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,6,6,Rowan Pennink
1267,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,7,15,Matt Vassar - R
1268,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,8,22,"Doug Meservey, Jr. - R"
1269,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,9,7,Glen Reen
1270,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,10,27,Tyler Jones - R
1271,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,11,5,Chase Dowling
1272,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,12,19,Josh Wood
1273,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,13,3,"Mike Christopher, Jr."
1274,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,14,10,Joey Cipriano
1275,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,15,18,Tom Bolles
1276,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,16,4,Jeff Baral
1277,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,17,16,Todd Owen
1278,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,18,25,Dan Wesson - R
1279,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,19,13,Stephen Kopcik
1280,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,20,20,David Arute - R
1281,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,21,2,Eric Berndt
1282,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,22,21,Robert Palmer
1283,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,23,14,Cory DiMatteo - R
1284,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,24,23,Jeff Malave
1285,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,25,24,"Tony Membrino, Jr."
1286,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,26,26,John Catania
1287,"April 29, 2018", NAPA Spring Sizzler ,SK Modified Feature Results,27,11,Troy Talman
1288,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,1,9,Todd Owen
1289,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,2,18,Stephen Kopcik
1290,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,3,11,Keith Rocco
1291,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,4,8,Ronnie Williams
1292,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,5,7,"Michael Gervais, Jr."
1293,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,6,20,Glen Reen
1294,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,7,12,Dan Avery
1295,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,8,1,Marcello Rufrano - R
1296,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,9,16,Timmy Jordan
1297,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,10,6,"Michael Christopher, Jr."
1298,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,11,10,Cory DiMatteo
1299,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,12,17,Anthony Flannery
1300,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,13,4,"Tony Membrino, Jr."
1301,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,14,21,David Arute
1302,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,15,14,Chase Dowling
1303,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,16,27,Ed Spiers
1304,"September 29, 2019", NAPA Fall Final ,SK Modified Feature Results,17,23,Mike Christopher
